path,before_sha256,after_sha256,unchanged
案例库/货币崩溃篇/02_2008津巴布韦恶性通胀/案例档案.md,ff098f04bd6fbf7a37b53188a75cffc3e3a87bc9d513a5cb6e51762df9b3d6c3,ff098f04bd6fbf7a37b53188a75cffc3e3a87bc9d513a5cb6e51762df9b3d6c3,1
案例库/货币崩溃篇/03_2015-2021委内瑞拉玻利瓦尔/案例档案.md,72556782a7a38430e3e41d195b2a1d078a91505d1e5627deee3adab87c7c747a,72556782a7a38430e3e41d195b2a1d078a91505d1e5627deee3adab87c7c747a,1
案例库/货币崩溃篇/04_2018土耳其里拉危机/案例档案.md,547c9d7278800bda1e49ebcd5c413fb44a490199a5ef18153090919efdb52212,547c9d7278800bda1e49ebcd5c413fb44a490199a5ef18153090919efdb52212,1
案例库/货币崩溃篇/05_2019-2023黎巴嫩镑崩溃/案例档案.md,dea2e3120bf55e879cc9c7243d2ca2c8040b97d1d19eecaaa6040752c8dce8c1,dea2e3120bf55e879cc9c7243d2ca2c8040b97d1d19eecaaa6040752c8dce8c1,1
案例库/货币崩溃篇/06_2022-2024尼日利亚奈拉崩溃/案例档案.md,c676fc774e9f49c55769451058253fb211303c5bd26dea5d3617dadcd884121a,c676fc774e9f49c55769451058253fb211303c5bd26dea5d3617dadcd884121a,1
案例库/货币崩溃篇/07_2022-2024埃及镑贬值/案例档案.md,25abdbce17628fda39125f440080675ea49ef5d80ccb47136cc6b4cd99ecc456,25abdbce17628fda39125f440080675ea49ef5d80ccb47136cc6b4cd99ecc456,1
案例库/货币崩溃篇/08_2010-2025伊朗里亚尔/案例档案.md,5b0b15bba05447c6260579521e3b79e694378bbd1d4fb917002aec93447e4525,5b0b15bba05447c6260579521e3b79e694378bbd1d4fb917002aec93447e4525,1
案例库/货币崩溃篇/09_2023-2024阿根廷比索危机/案例档案.md,af8a8be173e55c69a061d17635cb8f9d29360174ffc019ca1a02c2a034ce017b,af8a8be173e55c69a061d17635cb8f9d29360174ffc019ca1a02c2a034ce017b,1
案例库/货币崩溃篇/10_1998俄罗斯卢布危机/案例档案.md,95092cf2c9a439299add44aa7397c2ab17320549fd544996691483f5850b31d5,95092cf2c9a439299add44aa7397c2ab17320549fd544996691483f5850b31d5,1
案例库/微观企业篇/01_MTN尼日利亚/案例档案.md,3e8562d7f2430a9784c9e38eedd4541a278849bf66907e4c2984cd00394363d3,3e8562d7f2430a9784c9e38eedd4541a278849bf66907e4c2984cd00394363d3,1
案例库/微观企业篇/02_雀巢尼日利亚/案例档案.md,df56673629223d3ed6ff685757ab7582ba2f3f414e68673dd851b481f0c51fe4,df56673629223d3ed6ff685757ab7582ba2f3f414e68673dd851b481f0c51fe4,1
案例库/微观企业篇/03_ABInBev阿根廷/案例档案.md,bb37d9c9f676f8b9787f7e3879f8eabe247b64f1054713338dd96a5fad6a8db8,bb37d9c9f676f8b9787f7e3879f8eabe247b64f1054713338dd96a5fad6a8db8,1
案例库/微观企业篇/04_传音控股/案例档案.md,5e9a59c62da3cb61058c8228f190fe9d6dd25bdb57f5809ff184b2f2c7114acd,5e9a59c62da3cb61058c8228f190fe9d6dd25bdb57f5809ff184b2f2c7114acd,1
案例库/微观企业篇/05_华为/案例档案.md,4179be7f02249498fa10ff8d5f4d764aea2516a44b886ecfb1a167b94207e21f,4179be7f02249498fa10ff8d5f4d764aea2516a44b886ecfb1a167b94207e21f,1
案例库/微观企业篇/06_雷诺法兴俄罗斯退出/案例档案.md,ec8c0df254eccec274ca653b9262554bd98dec52d68d0e56a284932782b7e47d,ec8c0df254eccec274ca653b9262554bd98dec52d68d0e56a284932782b7e47d,1
案例库/微观企业篇/07_IATA航司被困资金/案例档案.md,4d7670c31db201f252d1019b39e5704ab0489e1dd609f99a05bfb6ca90460204,4d7670c31db201f252d1019b39e5704ab0489e1dd609f99a05bfb6ca90460204,1
案例库/微观企业篇/08_Palantir黑天鹅黄金/案例档案.md,5ffebe5c13edc33cf009e1cb653c8a42a438b99ba5e7b4defaea0c839f1a22ba,5ffebe5c13edc33cf009e1cb653c8a42a438b99ba5e7b4defaea0c839f1a22ba,1
案例库/微观企业篇/09_Tether黄金储备/案例档案.md,bd6ff04a06f0ba260392c74350a38ca8a9ce9e34a11c5c3da42fa68bd39c7230,bd6ff04a06f0ba260392c74350a38ca8a9ce9e34a11c5c3da42fa68bd39c7230,1
案例库/微观企业篇/10_中国黄金会计错配_反面/案例档案.md,d83dfd7c8f2fa7efe070a80465d5813824a087e7f4baf7ec1969b67e90b4ee57,d83dfd7c8f2fa7efe070a80465d5813824a087e7f4baf7ec1969b67e90b4ee57,1
案例库/README_案例库总览.md,f1e4bf31de5a03501bf477c95f8be48bb860115589ab8c464abbf21cd89379cc,f1e4bf31de5a03501bf477c95f8be48bb860115589ab8c464abbf21cd89379cc,1
方案整合与实施路径/方案整合与实施路径.log,a31c49978d2889e4bf6d2c640c94c76c49b5d02ca028bb805ba390754b39bfe0,a31c49978d2889e4bf6d2c640c94c76c49b5d02ca028bb805ba390754b39bfe0,1
方案整合与实施路径/方案整合与实施路径.pdf,88a7b97b7afd4bcda622d0cf510c7d772a2e1a8891fc3273d48965e036051ff8,88a7b97b7afd4bcda622d0cf510c7d772a2e1a8891fc3273d48965e036051ff8,1
方案整合与实施路径/方案整合与实施路径.tex,43c046224dbfe9a6fba1b674f16937469f6f5313587b491864aa8ea80a7ef740,43c046224dbfe9a6fba1b674f16937469f6f5313587b491864aa8ea80a7ef740,1
方案整合与实施路径/build/方案整合与实施路径.aux,c9168b4fd517f86cfbbf9f6bef6bec2dadee15bc42b025f3331dec139d8bf2b5,c9168b4fd517f86cfbbf9f6bef6bec2dadee15bc42b025f3331dec139d8bf2b5,1
方案整合与实施路径/build/方案整合与实施路径.log,d15048cf58156742dd8d15f17cf794d399714c0068a298dafffd3651dc08b4c2,d15048cf58156742dd8d15f17cf794d399714c0068a298dafffd3651dc08b4c2,1
方案整合与实施路径/build/方案整合与实施路径.out,794071969a76a9a8bee461fc9026db5c070fd13304bfa7cb4f03185b33ef42f7,794071969a76a9a8bee461fc9026db5c070fd13304bfa7cb4f03185b33ef42f7,1
方案整合与实施路径/build/方案整合与实施路径.pdf,038613ed2177f92bf58b02c872c3ccefe3671eefbbf4ae6e36551fd0af86ffbf,038613ed2177f92bf58b02c872c3ccefe3671eefbbf4ae6e36551fd0af86ffbf,1
方案整合与实施路径/build/方案整合与实施路径.toc,f5a40b09531354e2469f4b2e3e17087ff1966d604da057f2364c1dd549730cc7,f5a40b09531354e2469f4b2e3e17087ff1966d604da057f2364c1dd549730cc7,1
计划书/01_项目可行性研究与参赛方案书.aux,6444403b285db2debac95aaa8ca2cdddf0424fea86c1019de7e0e912472ee165,6444403b285db2debac95aaa8ca2cdddf0424fea86c1019de7e0e912472ee165,1
计划书/01_项目可行性研究与参赛方案书.bbl,f67c61cb54cae6f502eeb1a3dffb75061423caa9e50bf44ce2e82e6aacbb37c7,f67c61cb54cae6f502eeb1a3dffb75061423caa9e50bf44ce2e82e6aacbb37c7,1
计划书/01_项目可行性研究与参赛方案书.bcf,8da0ce5089463ad0cb297a5b98c735b9244d13f1476937653f07026b3a49ac2e,8da0ce5089463ad0cb297a5b98c735b9244d13f1476937653f07026b3a49ac2e,1
计划书/01_项目可行性研究与参赛方案书.blg,c519317c4fefb954a8b6e9b3343fed27d9d83052e608d33e482eec2450b78b58,c519317c4fefb954a8b6e9b3343fed27d9d83052e608d33e482eec2450b78b58,1
计划书/01_项目可行性研究与参赛方案书.log,d24bbf9112a38a3d0ea4a0c0647f68fe220d51ad446dcce693326890192446c1,d24bbf9112a38a3d0ea4a0c0647f68fe220d51ad446dcce693326890192446c1,1
计划书/01_项目可行性研究与参赛方案书.out,f0e4885ac9ef5e0543f3eaf5df98f4998343f45a76577b6a331491e9a30af937,f0e4885ac9ef5e0543f3eaf5df98f4998343f45a76577b6a331491e9a30af937,1
计划书/01_项目可行性研究与参赛方案书.pdf,42f7992ea729ec4589013232c9d1d1b782f3aa70b8d3f44df6f180a86b5e3815,42f7992ea729ec4589013232c9d1d1b782f3aa70b8d3f44df6f180a86b5e3815,1
计划书/01_项目可行性研究与参赛方案书.run.xml,0a231a2c66d69e0a5ab7fcfa463c2668b89a813771b306561f264a52d7793250,0a231a2c66d69e0a5ab7fcfa463c2668b89a813771b306561f264a52d7793250,1
计划书/01_项目可行性研究与参赛方案书.tex,6c7d13e45b64e9db6e6fb712ad610ae9931e13f59ea645d61b667ba577375a91,6c7d13e45b64e9db6e6fb712ad610ae9931e13f59ea645d61b667ba577375a91,1
计划书/01_项目可行性研究与参赛方案书.toc,4874287b8529eac98b2b9f82706e4553e59729f92d10dd051d2e26ec2d8800a2,4874287b8529eac98b2b9f82706e4553e59729f92d10dd051d2e26ec2d8800a2,1
计划书/02_项目执行与协作手册.aux,c0c717ed8554bc0fbb0a0a8aa335de16373b8a59e0fb24b67fc7fbd85068fadd,c0c717ed8554bc0fbb0a0a8aa335de16373b8a59e0fb24b67fc7fbd85068fadd,1
计划书/02_项目执行与协作手册.bbl,cf0fc50c5ce3c0c6ea79499c2fb56b8e94fea5a754d7a3e971df350e24b89bdf,cf0fc50c5ce3c0c6ea79499c2fb56b8e94fea5a754d7a3e971df350e24b89bdf,1
计划书/02_项目执行与协作手册.bcf,be87a676b9ad67fe919dc7204e599fc28e56cf95160bb9dc8ae88a41ba28e451,be87a676b9ad67fe919dc7204e599fc28e56cf95160bb9dc8ae88a41ba28e451,1
计划书/02_项目执行与协作手册.blg,188f8a78800978cd9035055517c339f5525c7542cfb783e8a515d59d36d7c0b9,188f8a78800978cd9035055517c339f5525c7542cfb783e8a515d59d36d7c0b9,1
计划书/02_项目执行与协作手册.log,33fce8f5052ea6be93a2d992b73cd55c83917dfd01bc7bd730bd3c74311df0b0,33fce8f5052ea6be93a2d992b73cd55c83917dfd01bc7bd730bd3c74311df0b0,1
计划书/02_项目执行与协作手册.out,b297bee97d4a188f12827065069008a8123cdf350f80cc3f154eb30038a716a5,b297bee97d4a188f12827065069008a8123cdf350f80cc3f154eb30038a716a5,1
计划书/02_项目执行与协作手册.pdf,540d8960b43c2b101c231dc96dc44c82bb0ac4be57990983e9ee037f3ca51807,540d8960b43c2b101c231dc96dc44c82bb0ac4be57990983e9ee037f3ca51807,1
计划书/02_项目执行与协作手册.run.xml,c580617cb8c4cff907e33d04be82d7da1be38bc0d648b48c86b4cbaada2ed892,c580617cb8c4cff907e33d04be82d7da1be38bc0d648b48c86b4cbaada2ed892,1
计划书/02_项目执行与协作手册.tex,8eef1e280ff443b2da39cf68de499d64b417fb5a960bcc1d2fd279d2311276bd,8eef1e280ff443b2da39cf68de499d64b417fb5a960bcc1d2fd279d2311276bd,1
计划书/02_项目执行与协作手册.toc,9f61c22f7f8a7b4a0fcb72a60d5fdeb631b9ff4c21f7683150c037f13abf3a05,9f61c22f7f8a7b4a0fcb72a60d5fdeb631b9ff4c21f7683150c037f13abf3a05,1
计划书/03_多币种流动性与黄金战略储备周期配置计划书.pdf,b79b704b604e4c325b87ec06b8648655b112f6d13db8131e10072836b90de63f,b79b704b604e4c325b87ec06b8648655b112f6d13db8131e10072836b90de63f,1
计划书/03_多币种流动性与黄金战略储备周期配置计划书.tex,797bbb635ba521647a7e0f693072c51876b1dca2d444cbb783812bccadd86587,797bbb635ba521647a7e0f693072c51876b1dca2d444cbb783812bccadd86587,1
计划书/04_亚非拉国别风险与多币种储备智能决策平台总计划书.pdf,b7de5841fb32949c2d732ffaf9c1488129bdf67262c5f1582cf8e7e5c7808e07,b7de5841fb32949c2d732ffaf9c1488129bdf67262c5f1582cf8e7e5c7808e07,1
计划书/04_亚非拉国别风险与多币种储备智能决策平台总计划书.tex,b995764d6208f736317ad9a8fa72c56a105fb79ed54f9a04c9ae5e8b026fd56a,b995764d6208f736317ad9a8fa72c56a105fb79ed54f9a04c9ae5e8b026fd56a,1
计划书/05_全球经济周期与亚非拉国别风险多币种储备智能决策平台总计划书.pdf,1e8cb0972e07006264dfbc577f2be7b8749e8bc37a2c2cd40c4a47bdef855b0a,1e8cb0972e07006264dfbc577f2be7b8749e8bc37a2c2cd40c4a47bdef855b0a,1
计划书/05_全球经济周期与亚非拉国别风险多币种储备智能决策平台总计划书.tex,17b6c8dce3637ba949c1583ff2d7f788053b3591ca3b1987f49956b99d79c293,17b6c8dce3637ba949c1583ff2d7f788053b3591ca3b1987f49956b99d79c293,1
计划书/飞书兼容_Mermaid_项目实施与数据采集全景图_预览.png,77d10ec3570889fe99489585404284555d7a7ba0058c848952edb49657493c72,77d10ec3570889fe99489585404284555d7a7ba0058c848952edb49657493c72,1
计划书/飞书兼容_Mermaid_项目实施与数据采集全景图.mmd,29f1d9c703e077fec2db8f332c5ebb112daa90ba8ddd4cdb73bc88f23366bcab,29f1d9c703e077fec2db8f332c5ebb112daa90ba8ddd4cdb73bc88f23366bcab,1
计划书/飞书兼容_Mermaid_项目实施与数据采集全景图.svg,66f1c1a910bdbb50d2649ec78bdecb1eed1f22361ff8f72b92a8f7d7e16cd83b,66f1c1a910bdbb50d2649ec78bdecb1eed1f22361ff8f72b92a8f7d7e16cd83b,1
计划书/飞书兼容_Mermaid_V3.0_数据采集处理与Smartbi落地全流程_预览.png,c7319fa95831f06e5a54c447125201296112e42c580ac16db6cc05aa40d3b95a,c7319fa95831f06e5a54c447125201296112e42c580ac16db6cc05aa40d3b95a,1
计划书/飞书兼容_Mermaid_V3.0_数据采集处理与Smartbi落地全流程.mmd,711cc530a4726cebdb0db425f2ea961deae6b8e4b44dfb0e127bf0859aa04192,711cc530a4726cebdb0db425f2ea961deae6b8e4b44dfb0e127bf0859aa04192,1
计划书/飞书兼容_Mermaid_V3.0_数据采集处理与Smartbi落地全流程.svg,85b22d183d1e48bcc5362f0c6f803bdea1f2d776ceeb31230e332ca8aba1f5c1,85b22d183d1e48bcc5362f0c6f803bdea1f2d776ceeb31230e332ca8aba1f5c1,1
计划书/飞书兼容_Mermaid_V4.0_全球经济周期与系统性危机全流程_预览.png,7b38aba0e33678157c6eb49a3a350d3013af4c2f4abd5a522ca30fe8018da762,7b38aba0e33678157c6eb49a3a350d3013af4c2f4abd5a522ca30fe8018da762,1
计划书/飞书兼容_Mermaid_V4.0_全球经济周期与系统性危机全流程.mmd,c89d3beea7406f701a5684d2fece05bb2a26b4afe312b1e09c28d15e7a4a72f1,c89d3beea7406f701a5684d2fece05bb2a26b4afe312b1e09c28d15e7a4a72f1,1
计划书/飞书兼容_Mermaid_V4.0_全球经济周期与系统性危机全流程.svg,bf2c79bf71a4a369a91734d3a3317fe6ec1a3e86c2e10687cb1e646af5ca2d6c,bf2c79bf71a4a369a91734d3a3317fe6ec1a3e86c2e10687cb1e646af5ca2d6c,1
计划书/planbook-style.tex,4465cd19bbae7f0f6c33c3fe6cdb1bbaa53fe04e34cf1efec3eb342bbad80b8c,4465cd19bbae7f0f6c33c3fe6cdb1bbaa53fe04e34cf1efec3eb342bbad80b8c,1
计划书/references.bib,325b8b87a60a4ff17ed3c01c3292399a7a9422c06aca871cf9afdb0813289991,325b8b87a60a4ff17ed3c01c3292399a7a9422c06aca871cf9afdb0813289991,1
跨国公司黄金硬通货需求调研报告.md,bcb10c72d994d999b3aaa6dc1d3197fa6f0d5ecabf9b4a2da6e21fde25037491,bcb10c72d994d999b3aaa6dc1d3197fa6f0d5ecabf9b4a2da6e21fde25037491,1
命题可行性验证报告.md,0a8d768ea14dd9944e1b993c24d5485c9ae737fc0e80a6b49186efe45244f27d,0a8d768ea14dd9944e1b993c24d5485c9ae737fc0e80a6b49186efe45244f27d,1
企业资产配置调研报告.md,9ca9ea8832c040e297e965bc2e240a223feee726c68b6014f1ec132dda1973a1,9ca9ea8832c040e297e965bc2e240a223feee726c68b6014f1ec132dda1973a1,1
生成评分标准表.mjs,e8d5e0d960916c03fee75e9a280892b0394e141f6e225c379249fd09cf0a7b1e,e8d5e0d960916c03fee75e9a280892b0394e141f6e225c379249fd09cf0a7b1e,1
题意符合性评估报告.md,40274261ec4d1021388476b44058f22d4f3d0b6f505d14efc1fe52b9ac6a173b,40274261ec4d1021388476b44058f22d4f3d0b6f505d14efc1fe52b9ac6a173b,1
预览_硬性要求与评分标准.png,09a7f53344f9eb2b7fc114a8b7d80c998169a295f4c258e5869388033021263a,09a7f53344f9eb2b7fc114a8b7d80c998169a295f4c258e5869388033021263a,1
预览_整体流程.png,5d383508c56d3ab9e811c6bf5faf8b29ebe6c01c6a44cf66ccac474cac83e13e,5d383508c56d3ab9e811c6bf5faf8b29ebe6c01c6a44cf66ccac474cac83e13e,1
最终数据.zip,1fb652f5341c2aec01521263af61d99a144a6384170612d91c4095563a0d44c9,1fb652f5341c2aec01521263af61d99a144a6384170612d91c4095563a0d44c9,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/黄金价格传导链因素与时序数据_20260724.xlsx,d09e495884da50027fb68164f11858d6760fb2bdf6504bccc8cc751e921127fd,d09e495884da50027fb68164f11858d6760fb2bdf6504bccc8cc751e921127fd,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/黄金价格传导链因素与时序数据_20260724.xlsx.inspect.ndjson,19079124b4bf9620aaaa826251d336fb2f6bc88b23a112934c8d5bc1c0c3a717,19079124b4bf9620aaaa826251d336fb2f6bc88b23a112934c8d5bc1c0c3a717,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格波动影响因素与时序数据_20260726.xlsx,07a6f506c6d3bdbb92a64107b7d4bdefae27e0217343fbd40256f9bd7cb2a892,07a6f506c6d3bdbb92a64107b7d4bdefae27e0217343fbd40256f9bd7cb2a892,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格波动影响因素与时序数据_20260726.xlsx.inspect.ndjson,207ab603f76ec588066120b57d2265c823c38c1b0b467fbc734e11dc3b37ca65,207ab603f76ec588066120b57d2265c823c38c1b0b467fbc734e11dc3b37ca65,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格波动影响因素与时序数据_中文字段版_20260726.xlsx,275d610fed3f59ed734ffda7a9ac9aaf0c13331be593dfbe543dd2d7a5beda7c,275d610fed3f59ed734ffda7a9ac9aaf0c13331be593dfbe543dd2d7a5beda7c,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格波动影响因素与时序数据_中文字段版_20260726.xlsx.inspect.ndjson,65e698de0ccddf71f4ec460e3125c80599abcb306e9a699c7dd5fcb51df74eaa,65e698de0ccddf71f4ec460e3125c80599abcb306e9a699c7dd5fcb51df74eaa,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格预测_官方数据与因素台账_20260713.xlsx,b41e86933b324dc3e7ccb9492a19719dca62260de0ddb8d7100625ab7f2d4a4c,b41e86933b324dc3e7ccb9492a19719dca62260de0ddb8d7100625ab7f2d4a4c,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格预测_官方数据与因素台账_20260713.xlsx.inspect.ndjson,48964f401365f9a00bb2988bff50b9dc8d19f0b6cb55eea312a71ed3cf81ddfd,48964f401365f9a00bb2988bff50b9dc8d19f0b6cb55eea312a71ed3cf81ddfd,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/00_说明与总览.png,1119b5be9ff29b3c7238215c1971e96875a7a468892895c19f32832f635e7ad9,1119b5be9ff29b3c7238215c1971e96875a7a468892895c19f32832f635e7ad9,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/01_价格传导链.png,f37fb8d0878f038080804580146b045999d72a8cb84340f620c80f3ba7d34c05,f37fb8d0878f038080804580146b045999d72a8cb84340f620c80f3ba7d34c05,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/02_影响因素表.png,2b1bed9a7167478ae1c8780dd46b51f25bcd1bd00e5c6f5653dc7a97bd794fd3,2b1bed9a7167478ae1c8780dd46b51f25bcd1bd00e5c6f5653dc7a97bd794fd3,1
最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/03_事件关联.png,92bc819e939e196bc595150cd744ec721d12df3e3988770d75fd4ee14f5cac40,92bc819e939e196bc595150cd744ec721d12df3e3988770d75fd4ee14f5cac40,1
