asset_id,local_path,extension,mime_type,size_bytes,signature_result,pdf_pages,readability_result,detail
LCL-0036,03_案例库与证据/本地原件/案例库/货币崩溃篇/08_2010-2025伊朗里亚尔/案例档案.md,.md,,11949,NOT_APPLICABLE,,PASS,
LCL-0037,03_案例库与证据/本地原件/案例库/货币崩溃篇/09_2023-2024阿根廷比索危机/案例档案.md,.md,,11977,NOT_APPLICABLE,,PASS,
LCL-0038,03_案例库与证据/本地原件/案例库/货币崩溃篇/10_1998俄罗斯卢布危机/案例档案.md,.md,,8688,NOT_APPLICABLE,,PASS,
LCL-0039,03_案例库与证据/本地原件/案例库/微观企业篇/01_MTN尼日利亚/案例档案.md,.md,,8063,NOT_APPLICABLE,,PASS,
LCL-0040,03_案例库与证据/本地原件/案例库/微观企业篇/02_雀巢尼日利亚/案例档案.md,.md,,7632,NOT_APPLICABLE,,PASS,
LCL-0041,03_案例库与证据/本地原件/案例库/微观企业篇/03_ABInBev阿根廷/案例档案.md,.md,,6793,NOT_APPLICABLE,,PASS,
LCL-0042,03_案例库与证据/本地原件/案例库/微观企业篇/04_传音控股/案例档案.md,.md,,8728,NOT_APPLICABLE,,PASS,
LCL-0043,03_案例库与证据/本地原件/案例库/微观企业篇/05_华为/案例档案.md,.md,,8194,NOT_APPLICABLE,,PASS,
LCL-0044,03_案例库与证据/本地原件/案例库/微观企业篇/06_雷诺法兴俄罗斯退出/案例档案.md,.md,,8769,NOT_APPLICABLE,,PASS,
LCL-0045,03_案例库与证据/本地原件/案例库/微观企业篇/07_IATA航司被困资金/案例档案.md,.md,,8428,NOT_APPLICABLE,,PASS,
LCL-0046,03_案例库与证据/本地原件/案例库/微观企业篇/08_Palantir黑天鹅黄金/案例档案.md,.md,,8027,NOT_APPLICABLE,,PASS,
LCL-0047,03_案例库与证据/本地原件/案例库/微观企业篇/09_Tether黄金储备/案例档案.md,.md,,8207,NOT_APPLICABLE,,PASS,
LCL-0048,03_案例库与证据/本地原件/案例库/微观企业篇/10_中国黄金会计错配_反面/案例档案.md,.md,,8451,NOT_APPLICABLE,,PASS,
LCL-0049,03_案例库与证据/本地原件/案例库/README_案例库总览.md,.md,,11555,NOT_APPLICABLE,,PASS,
LCL-0050,02_方案演进与调研报告/本地原件/方案整合与实施路径/方案整合与实施路径.pdf,.pdf,,257271,PASS,12,PASS,
LCL-0051,02_方案演进与调研报告/本地原件/方案整合与实施路径/方案整合与实施路径.tex,.tex,,23584,NOT_APPLICABLE,,PASS,
LCL-0052,02_方案演进与调研报告/本地原件/方案整合与实施路径/build/方案整合与实施路径.pdf,.pdf,,250703,PASS,12,PASS,
LCL-0053,02_方案演进与调研报告/本地原件/计划书/01_项目可行性研究与参赛方案书.pdf,.pdf,,390382,PASS,49,PASS,
LCL-0054,02_方案演进与调研报告/本地原件/计划书/01_项目可行性研究与参赛方案书.tex,.tex,,67331,NOT_APPLICABLE,,PASS,
LCL-0055,02_方案演进与调研报告/本地原件/计划书/02_项目执行与协作手册.pdf,.pdf,,346259,PASS,47,PASS,
LCL-0056,02_方案演进与调研报告/本地原件/计划书/02_项目执行与协作手册.tex,.tex,,44193,NOT_APPLICABLE,,PASS,
LCL-0057,02_方案演进与调研报告/本地原件/计划书/03_多币种流动性与黄金战略储备周期配置计划书.pdf,.pdf,,345721,PASS,47,PASS,
LCL-0058,02_方案演进与调研报告/本地原件/计划书/03_多币种流动性与黄金战略储备周期配置计划书.tex,.tex,,55815,NOT_APPLICABLE,,PASS,
LCL-0059,02_方案演进与调研报告/本地原件/计划书/04_亚非拉国别风险与多币种储备智能决策平台总计划书.pdf,.pdf,,558120,PASS,127,PASS,
LCL-0060,02_方案演进与调研报告/本地原件/计划书/04_亚非拉国别风险与多币种储备智能决策平台总计划书.tex,.tex,,159422,NOT_APPLICABLE,,PASS,
LCL-0061,02_方案演进与调研报告/本地原件/计划书/05_全球经济周期与亚非拉国别风险多币种储备智能决策平台总计划书.pdf,.pdf,,632876,PASS,162,PASS,
LCL-0062,02_方案演进与调研报告/本地原件/计划书/05_全球经济周期与亚非拉国别风险多币种储备智能决策平台总计划书.tex,.tex,,203441,NOT_APPLICABLE,,PASS,
LCL-0063,02_方案演进与调研报告/本地原件/计划书/飞书兼容_Mermaid_项目实施与数据采集全景图_预览.png,.png,,225947,NOT_APPLICABLE,,PASS,
LCL-0064,02_方案演进与调研报告/本地原件/计划书/飞书兼容_Mermaid_项目实施与数据采集全景图.mmd,.mmd,,17292,NOT_APPLICABLE,,PASS,
LCL-0065,02_方案演进与调研报告/本地原件/计划书/飞书兼容_Mermaid_项目实施与数据采集全景图.svg,.svg,,368327,NOT_APPLICABLE,,PASS,
LCL-0066,02_方案演进与调研报告/本地原件/计划书/飞书兼容_Mermaid_V3.0_数据采集处理与Smartbi落地全流程_预览.png,.png,,334810,NOT_APPLICABLE,,PASS,
LCL-0067,02_方案演进与调研报告/本地原件/计划书/飞书兼容_Mermaid_V3.0_数据采集处理与Smartbi落地全流程.mmd,.mmd,,7025,NOT_APPLICABLE,,PASS,
LCL-0068,02_方案演进与调研报告/本地原件/计划书/飞书兼容_Mermaid_V3.0_数据采集处理与Smartbi落地全流程.svg,.svg,,251245,NOT_APPLICABLE,,PASS,
LCL-0069,02_方案演进与调研报告/本地原件/计划书/飞书兼容_Mermaid_V4.0_全球经济周期与系统性危机全流程_预览.png,.png,,279435,NOT_APPLICABLE,,PASS,
LCL-0070,02_方案演进与调研报告/本地原件/计划书/飞书兼容_Mermaid_V4.0_全球经济周期与系统性危机全流程.mmd,.mmd,,3982,NOT_APPLICABLE,,PASS,
LCL-0071,02_方案演进与调研报告/本地原件/计划书/飞书兼容_Mermaid_V4.0_全球经济周期与系统性危机全流程.svg,.svg,,158694,NOT_APPLICABLE,,PASS,
LCL-0072,02_方案演进与调研报告/本地原件/计划书/planbook-style.tex,.tex,,4983,NOT_APPLICABLE,,PASS,
LCL-0073,02_方案演进与调研报告/本地原件/计划书/references.bib,.bib,,7228,NOT_APPLICABLE,,PASS,
LCL-0074,02_方案演进与调研报告/本地原件/跨国公司黄金硬通货需求调研报告.md,.md,,21783,NOT_APPLICABLE,,PASS,
LCL-0075,02_方案演进与调研报告/本地原件/命题可行性验证报告.md,.md,,8429,NOT_APPLICABLE,,PASS,
LCL-0076,02_方案演进与调研报告/本地原件/企业资产配置调研报告.md,.md,,24416,NOT_APPLICABLE,,PASS,
LCL-0077,01_比赛与项目基线/本地原件/生成评分标准表.mjs,.mjs,,12224,NOT_APPLICABLE,,PASS,
LCL-0078,02_方案演进与调研报告/本地原件/题意符合性评估报告.md,.md,,9365,NOT_APPLICABLE,,PASS,
LCL-0079,01_比赛与项目基线/本地原件/预览_硬性要求与评分标准.png,.png,,445139,NOT_APPLICABLE,,PASS,
LCL-0080,01_比赛与项目基线/本地原件/预览_整体流程.png,.png,,174557,NOT_APPLICABLE,,PASS,
LCL-0082,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/黄金价格传导链因素与时序数据_20260724.xlsx,.xlsx,,607586,PASS,,PASS,
LCL-0083,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/黄金价格传导链因素与时序数据_20260724.xlsx.inspect.ndjson,.ndjson,,30557280,NOT_APPLICABLE,,PASS,
LCL-0084,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格波动影响因素与时序数据_20260726.xlsx,.xlsx,,693026,PASS,,PASS,
LCL-0085,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格波动影响因素与时序数据_20260726.xlsx.inspect.ndjson,.ndjson,,34974640,NOT_APPLICABLE,,PASS,
LCL-0086,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格波动影响因素与时序数据_中文字段版_20260726.xlsx,.xlsx,,703197,PASS,,PASS,
LCL-0087,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格波动影响因素与时序数据_中文字段版_20260726.xlsx.inspect.ndjson,.ndjson,,35103966,NOT_APPLICABLE,,PASS,
LCL-0088,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格预测_官方数据与因素台账_20260713.xlsx,.xlsx,,466078,PASS,,PASS,
LCL-0089,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/金银价格预测_官方数据与因素台账_20260713.xlsx.inspect.ndjson,.ndjson,,33120505,NOT_APPLICABLE,,PASS,
LCL-0090,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/00_说明与总览.png,.png,,124608,NOT_APPLICABLE,,PASS,
LCL-0091,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/01_价格传导链.png,.png,,133001,NOT_APPLICABLE,,PASS,
LCL-0092,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/02_影响因素表.png,.png,,127133,NOT_APPLICABLE,,PASS,
LCL-0093,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/03_事件关联.png,.png,,126190,NOT_APPLICABLE,,PASS,
LCL-0094,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/05_日度对齐主表.png,.png,,79706,NOT_APPLICABLE,,PASS,
LCL-0095,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/06_SGE原始日行情.png,.png,,116742,NOT_APPLICABLE,,PASS,
LCL-0096,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/07_FRED日度原始.png,.png,,38997,NOT_APPLICABLE,,PASS,
LCL-0097,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/08_CFTC周度持仓.png,.png,,79711,NOT_APPLICABLE,,PASS,
LCL-0098,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/09_月度研究主表.png,.png,,78337,NOT_APPLICABLE,,PASS,
LCL-0099,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/10_GPR月度.png,.png,,45417,NOT_APPLICABLE,,PASS,
LCL-0100,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/12_来源与口径.png,.png,,126958,NOT_APPLICABLE,,PASS,
LCL-0101,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/13_质量检查_导出后复核.png,.png,,73920,NOT_APPLICABLE,,PASS,
LCL-0102,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/13_质量检查.png,.png,,58480,NOT_APPLICABLE,,PASS,
LCL-0103,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_factor_previews/全部工作表总览.png,.png,,811187,NOT_APPLICABLE,,PASS,
LCL-0104,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/00_说明与总览.png,.png,,143995,NOT_APPLICABLE,,PASS,
LCL-0105,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/01_金银传导链.png,.png,,188010,NOT_APPLICABLE,,PASS,
LCL-0106,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/02_金银因素表.png,.png,,161264,NOT_APPLICABLE,,PASS,
LCL-0107,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/03_事件关联.png,.png,,144022,NOT_APPLICABLE,,PASS,
LCL-0108,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/04_术语与字段说明.png,.png,,162281,NOT_APPLICABLE,,PASS,
LCL-0109,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/05_金银日度主表.png,.png,,114641,NOT_APPLICABLE,,PASS,
LCL-0110,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/06_SGE原始日行情.png,.png,,122128,NOT_APPLICABLE,,PASS,
LCL-0111,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/07_FRED日度原始.png,.png,,45145,NOT_APPLICABLE,,PASS,
LCL-0112,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/08_CFTC周度持仓.png,.png,,84720,NOT_APPLICABLE,,PASS,
LCL-0113,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/09_金银月度主表.png,.png,,90513,NOT_APPLICABLE,,PASS,
LCL-0114,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/10_GPR月度.png,.png,,50614,NOT_APPLICABLE,,PASS,
LCL-0115,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/11_白银年度供需.png,.png,,212771,NOT_APPLICABLE,,PASS,
LCL-0116,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/12_来源与口径.png,.png,,173863,NOT_APPLICABLE,,PASS,
LCL-0117,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_chinese_previews/13_质量检查.png,.png,,93223,NOT_APPLICABLE,,PASS,
LCL-0118,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_factor_previews/00_说明与总览.png,.png,,144119,NOT_APPLICABLE,,PASS,
LCL-0121,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_factor_previews/03_事件关联.png,.png,,144116,NOT_APPLICABLE,,PASS,
LCL-0122,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_factor_previews/05_金银日度主表.png,.png,,105951,NOT_APPLICABLE,,PASS,
LCL-0128,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_factor_previews/11_白银年度供需.png,.png,,198853,NOT_APPLICABLE,,PASS,
LCL-0130,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/gold_silver_factor_previews/13_质量检查.png,.png,,91478,NOT_APPLICABLE,,PASS,
LCL-0131,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/00_使用说明.png,.png,,186245,NOT_APPLICABLE,,PASS,
LCL-0132,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/01_数据目录.png,.png,,285424,NOT_APPLICABLE,,PASS,
LCL-0133,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/02_因素地图.png,.png,,151372,NOT_APPLICABLE,,PASS,
LCL-0134,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/03_事件时间线.png,.png,,373104,NOT_APPLICABLE,,PASS,
LCL-0135,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/04_因子扫描.png,.png,,205427,NOT_APPLICABLE,,PASS,
LCL-0136,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/05_月度建模表.png,.png,,121242,NOT_APPLICABLE,,PASS,
LCL-0137,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/06_月度价格.png,.png,,140889,NOT_APPLICABLE,,PASS,
LCL-0138,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/07_日收益率.png,.png,,55990,NOT_APPLICABLE,,PASS,
LCL-0139,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/08_美元指数.png,.png,,39158,NOT_APPLICABLE,,PASS,
LCL-0140,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/09_CFTC持仓.png,.png,,141856,NOT_APPLICABLE,,PASS,
LCL-0141,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/10_GPR指数.png,.png,,82381,NOT_APPLICABLE,,PASS,
LCL-0142,10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/11_质量检查.png,.png,,115874,NOT_APPLICABLE,,PASS,
LCL-0143,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/China_Mainland_EPU_proxy_2022-02_to_2025-02.csv,.csv,,4355,NOT_APPLICABLE,,PASS,
LCL-0144,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/Fed_broad_dollar_proxy_2022-02_to_2025-02.csv,.csv,,69257,NOT_APPLICABLE,,PASS,
LCL-0145,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/THUOCL_caijing_utf8.csv,.csv,,58494,NOT_APPLICABLE,,PASS,
LCL-0146,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/US_Treasury_real_yield_proxy_2022-02_to_2025-02.csv,.csv,,85352,NOT_APPLICABLE,,PASS,
LCL-0147,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/World_Bank_commodity_proxies_2022-02_to_2025-02.csv,.csv,,4554,NOT_APPLICABLE,,PASS,
LCL-0149,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/raw/China_Mainland_Paper_EPU.xlsx,.xlsx,,48773,PASS,,PASS,
LCL-0150,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/raw/THUOCL_caijing.txt,.txt,,62296,NOT_APPLICABLE,,PASS,
LCL-0151,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/raw/THUOCL_LICENSE.txt,.txt,,1063,NOT_APPLICABLE,,PASS,
LCL-0152,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/checksums_sha256.txt,.txt,,2004,NOT_APPLICABLE,,PASS,
LCL-0153,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/dataset_manifest.csv,.csv,,6223,NOT_APPLICABLE,,PASS,
LCL-0154,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/europepmc_fulltext.xml,.xml,,289341,NOT_APPLICABLE,,PASS,
LCL-0155,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/heywhale_app.js,.js,,440614,NOT_APPLICABLE,,PASS,
LCL-0156,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/heywhale_dataset_page.html,.html,,1176,NOT_APPLICABLE,,PASS,
LCL-0157,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_en_daily.html,.html,,48869,NOT_APPLICABLE,,PASS,
LCL-0158,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_func.js,.js,,45483,NOT_APPLICABLE,,PASS,
LCL-0159,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_main.js,.js,,4628,NOT_APPLICABLE,,PASS,
LCL-0160,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_quotation_daily_new.html,.html,,43810,NOT_APPLICABLE,,PASS,
LCL-0161,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_tools.js,.js,,33766,NOT_APPLICABLE,,PASS,
